83,368
83,368
83,368
83,368
83,368
83,368
83,368
83,368
83,368
83,368
83,368
83,233
83,233
83,233
83,233
83,233
83,233
83,233
83,233
83,233
83,233
83,233
83,233
83,233
83,233
83,233
83,233
83,233
83,233
83,233
83,233
83,233
84,233
84,233
84,233
84,233
85,233
85,233
86,233
86,233
86,233
86,233
87,233
87,233
88,233
88,233
88,233
88,233
88,233
88,233
89,233
89,233
89,233
89,233
93,233
93,233
99,233
99,233
99,233
99,233
106,233
106,233
114,233
114,233
114,233
114,233
116,233
116,233
118,233
118,233
118,233
118,233
130,233
130,233
139,233
139,233
139,233
139,233
146,233
146,233
146,233
146,233
146,233
146,233
160,233
160,233
173,233
173,233
173,233
173,233
176,233
176,233
180,233
180,233
180,233
180,233
198,233
198,233
205,233
205,233
205,233
205,233
205,233
205,233
218,233
218,233
218,233
218,233
222,233
222,233
221,233
221,233
221,233
221,233
237,233
237,233
247,233
247,233
247,233
247,233
260,233
260,233
256,233
256,233
256,233
256,233
288,233
288,233
355,233
355,233
355,233
355,233
362,233
362,233
359,233
359,233
359,233
359,233
345,233
345,233
338,233
338,233
338,233
338,233
348,233
348,233
365,233
365,233
365,233
365,233
373,233
373,233
377,233
377,233
377,233
377,233
365,233
365,233
372,233
372,233
372,233
372,233
399,233
399,233
406,233
406,233
406,233
406,233
399,233
399,233
383,233
383,233
383,233
383,233
376,233
376,233
393,233
393,233
393,233
393,233
412,233
412,233
421,233
421,233
421,233
421,233
420,233
420,233
407,233
407,233
407,233
407,233
405,233
405,233
396,233
396,233
396,233
396,233
389,233
389,233
385,233
385,233
385,233
385,233
373,233
373,233
364,233
364,233
364,233
364,233
379,233
379,233
397,233
397,233
397,233
397,233
407,233
407,233
405,233
405,233
405,233
405,233
395,233
395,233
418,233
418,233
418,233
418,233
411,233
411,233
405,233
405,233
405,233
405,233
405,233
405,233
393,233
393,233
393,233
393,233
387,233
387,233
407,233
407,233
407,233
407,233
424,233
424,233
432,233
432,233
432,233
432,233
422,233
422,233
419,233
419,233
419,233
419,233
424,233
421,233
421,233
421,233
421,233
421,233
423,233
423,233
425,233
425,233
425,233
425,233
412,233
412,233
406,233
406,233
406,233
406,233
430,233
430,233
439,233
439,233
439,233
439,233
445,233
445,233
431,233
431,233
431,233
431,233
418,233
418,233
418,233
418,233
418,233
418,233
430,233
430,233
433,233
433,233
433,233
433,233
439,233
439,233
426,233
426,233
426,233
426,233
422,233
422,233
450,233
450,233
450,233
450,233
455,233
455,233
458,233
458,233
458,233
458,233
441,233
441,233
424,233
424,233
424,233
424,233
425,233
425,233
445,233
445,233
445,233
445,233
455,233
455,233
460,233
460,233
460,233
460,233
450,233
450,233
441,233
441,233
441,233
441,233
468,233
468,233
470,233
470,233
470,233
470,233
462,233
462,233
449,233
449,233
449,233
449,233
432,233
432,233
428,233
428,233
428,233
428,233
454,233
454,233
463,233
463,233
463,233
463,233
470,233
470,233
461,233
461,233
461,233
461,233
451,233
451,233
475,233
475,233
475,233
475,233
467,233
467,233
458,233
458,233
458,233
458,233
455,233
455,233
442,233
442,233
442,233
442,233
431,233
444,233
444,233
444,233
444,233
444,233
465,233
465,233
471,233
471,233
471,233
471,233
466,233
466,233
453,233
453,233
453,233
453,233
449,233
449,233
452,233
452,233
452,233
452,233
453,233
453,233
456,233
456,233
456,233
456,233
453,233
453,233
437,233
437,233
437,233
437,233
441,233
441,233
469,233
469,233
469,233
469,233
476,233
476,233
475,233
475,233
475,233
475,233
455,233
455,233
439,233
439,233
439,233
439,233
442,233
442,233
460,233
460,233
460,233
460,233
467,233
467,233
471,233
471,233
471,233
471,233
459,233
459,233
450,233
450,233
450,233
450,233
476,233
476,233
480,233
480,233
480,233
480,233
481,233
481,233
463,233
463,233
463,233
463,233
444,233
444,233
440,233
440,233
440,233
440,233
460,233
460,233
470,233
470,233
470,233
470,233
477,233
477,233
472,233
472,233
472,233
472,233
456,233
456,233
470,233
470,233
470,233
470,233
482,233
482,233
473,233
473,233
473,233
473,233
465,233
465,233
449,233
449,233
449,233
449,233
436,233
436,233
445,233
445,233
445,233
445,233
469,233
469,233
477,233
477,233
477,233
477,233
478,233
478,233
462,233
462,233
462,233
462,233
464,233
464,233
471,233
471,233
471,233
471,233
461,233
461,233
460,233
460,233
460,233
460,233
460,233
460,233
445,233
445,233
445,233
445,233
436,233
436,233
455,233
455,233
455,233
455,233
469,233
469,233
476,233
476,233
476,233
476,233
466,233
466,233
447,233
447,233
447,233
447,233
438,233
438,233
453,233
453,233
453,233
453,233
460,233
460,233
468,233
468,233
468,233
468,233
468,233
468,233
451,233
451,233
451,233
451,233
451,233
451,233
481,233
481,233
481,233
481,233
485,233
485,233
477,233
477,233
477,233
477,233
463,233
463,233
444,233
444,233
444,233
444,233
437,233
437,233
458,233
458,233
458,233
